frame.time,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport
"Jul 10, 2025 10:39:41.759213816 CEST","10.74.18.51","244.103.6.83","6","80","2647"
"Jul 10, 2025 10:39:41.763660827 CEST","10.74.18.51","97.13.88.39","6","80","2348"
"Jul 10, 2025 10:39:41.763678663 CEST","10.74.18.51","24.101.253.87","6","80","2349"
"Jul 10, 2025 10:39:41.763683818 CEST","10.74.18.51","82.80.6.54","6","80","2350"
"Jul 10, 2025 10:39:41.769313087 CEST","189.153.214.155","10.74.18.51","6","2648","80"
"Jul 10, 2025 10:39:41.769338844 CEST","10.74.18.51","189.153.214.155","6","80","2648"
"Jul 10, 2025 10:39:41.772158490 CEST","10.74.16.43","239.254.127.63","17",,
"Jul 10, 2025 10:39:41.776214226 CEST",,,,,
"Jul 10, 2025 10:39:41.776784803 CEST",,,,,
"Jul 10, 2025 10:39:41.779379759 CEST","203.45.154.53","10.74.18.51","6","2649","80"
"Jul 10, 2025 10:39:41.779398638 CEST","10.74.18.51","203.45.154.53","6","80","2649"
"Jul 10, 2025 10:39:41.782060548 CEST","10.74.16.41","239.254.127.63","17",,
"Jul 10, 2025 10:39:41.789508781 CEST","80.244.45.59","10.74.18.51","6","2650","80"
"Jul 10, 2025 10:39:41.789523521 CEST","10.74.18.51","80.244.45.59","6","80","2650"
"Jul 10, 2025 10:39:41.795700956 CEST","10.74.18.51","109.134.84.177","6","80","2352"
"Jul 10, 2025 10:39:41.795731781 CEST","10.74.18.51","42.104.184.22","6","80","2353"
"Jul 10, 2025 10:39:41.799550933 CEST","208.177.64.147","10.74.18.51","6","2651","80"
"Jul 10, 2025 10:39:41.799573855 CEST","10.74.18.51","208.177.64.147","6","80","2651"
"Jul 10, 2025 10:39:41.809688680 CEST","195.244.143.143","10.74.18.51","6","2652","80"
"Jul 10, 2025 10:39:41.809716475 CEST","10.74.18.51","195.244.143.143","6","80","2652"
"Jul 10, 2025 10:39:41.819796526 CEST","48.126.218.43","10.74.18.51","6","2653","80"
"Jul 10, 2025 10:39:41.819821585 CEST","10.74.18.51","48.126.218.43","6","80","2653"
"Jul 10, 2025 10:39:41.827672144 CEST","10.74.18.51","83.6.52.223","6","80","2354"
"Jul 10, 2025 10:39:41.827684651 CEST","10.74.18.51","65.55.134.24","6","80","2355"
"Jul 10, 2025 10:39:41.827688367 CEST","10.74.18.51","157.40.156.1","6","80","2356"
"Jul 10, 2025 10:39:41.829803763 CEST","238.13.109.181","10.74.18.51","6","2654","80"
"Jul 10, 2025 10:39:41.839963265 CEST","87.12.6.47","10.74.18.51","6","2655","80"
"Jul 10, 2025 10:39:41.840007955 CEST","10.74.18.51","87.12.6.47","6","80","2655"
"Jul 10, 2025 10:39:41.850042427 CEST","244.108.186.123","10.74.18.51","6","2656","80"
"Jul 10, 2025 10:39:41.850079995 CEST","10.74.18.51","244.108.186.123","6","80","2656"
"Jul 10, 2025 10:39:41.859648974 CEST","10.74.18.51","143.223.87.116","6","80","2357"
"Jul 10, 2025 10:39:41.859663039 CEST","10.74.18.51","177.78.193.66","6","80","2358"
"Jul 10, 2025 10:39:41.859668515 CEST","10.74.18.51","109.6.150.109","6","80","2359"
"Jul 10, 2025 10:39:41.860071372 CEST","25.218.127.138","10.74.18.51","6","2657","80"
"Jul 10, 2025 10:39:41.860085471 CEST","10.74.18.51","25.218.127.138","6","80","2657"
"Jul 10, 2025 10:39:41.870156095 CEST","238.45.59.131","10.74.18.51","6","2658","80"
"Jul 10, 2025 10:39:41.880227788 CEST","62.32.87.63","10.74.18.51","6","2659","80"
"Jul 10, 2025 10:39:41.880245679 CEST","10.74.18.51","62.32.87.63","6","80","2659"
"Jul 10, 2025 10:39:41.890294393 CEST","78.221.43.156","10.74.18.51","6","2660","80"
"Jul 10, 2025 10:39:41.890315556 CEST","10.74.18.51","78.221.43.156","6","80","2660"
"Jul 10, 2025 10:39:41.891643723 CEST","10.74.18.51","47.22.212.136","6","80","2360"
"Jul 10, 2025 10:39:41.891655540 CEST","10.74.18.51","193.244.255.113","6","80","2361"
"Jul 10, 2025 10:39:41.891660041 CEST","10.74.18.51","109.32.45.42","6","80","2362"
"Jul 10, 2025 10:39:41.900344756 CEST","87.95.10.89","10.74.18.51","6","2661","80"
"Jul 10, 2025 10:39:41.900356250 CEST","10.74.18.51","87.95.10.89","6","80","2661"
"Jul 10, 2025 10:39:41.910449433 CEST","158.103.255.65","10.74.18.51","6","2662","80"
"Jul 10, 2025 10:39:41.910463402 CEST","10.74.18.51","158.103.255.65","6","80","2662"
"Jul 10, 2025 10:39:41.920514263 CEST","75.127.16.155","10.74.18.51","6","2663","80"
"Jul 10, 2025 10:39:41.920526632 CEST","10.74.18.51","75.127.16.155","6","80","2663"
"Jul 10, 2025 10:39:41.923643306 CEST","10.74.18.51","87.245.222.40","6","80","2363"
"Jul 10, 2025 10:39:41.923654295 CEST","10.74.18.51","220.50.191.56","6","80","2365"
"Jul 10, 2025 10:39:41.923658408 CEST","10.74.18.51","80.54.92.159","6","80","2366"
"Jul 10, 2025 10:39:41.930602539 CEST","104.109.75.227","10.74.18.51","6","2664","80"
"Jul 10, 2025 10:39:41.930619994 CEST","10.74.18.51","104.109.75.227","6","80","2664"
"Jul 10, 2025 10:39:41.938895311 CEST",,,,,
"Jul 10, 2025 10:39:41.940682215 CEST","53.56.32.53","10.74.18.51","6","2665","80"
"Jul 10, 2025 10:39:41.940699597 CEST","10.74.18.51","53.56.32.53","6","80","2665"
"Jul 10, 2025 10:39:41.950742379 CEST","43.62.108.229","10.74.18.51","6","2666","80"
"Jul 10, 2025 10:39:41.950757461 CEST","10.74.18.51","43.62.108.229","6","80","2666"
"Jul 10, 2025 10:39:41.955649916 CEST","10.74.18.51","111.142.191.194","6","80","2367"
"Jul 10, 2025 10:39:41.955669279 CEST","10.74.18.51","171.128.186.36","6","80","2368"
"Jul 10, 2025 10:39:41.955673999 CEST","10.74.18.51","92.63.173.22","6","80","2369"
"Jul 10, 2025 10:39:41.960829519 CEST","63.245.54.100","10.74.18.51","6","2667","80"
"Jul 10, 2025 10:39:41.960846709 CEST","10.74.18.51","63.245.54.100","6","80","2667"
"Jul 10, 2025 10:39:41.970891959 CEST","109.220.80.191","10.74.18.51","6","2668","80"
"Jul 10, 2025 10:39:41.970906418 CEST","10.74.18.51","109.220.80.191","6","80","2668"
"Jul 10, 2025 10:39:41.980955421 CEST","221.171.136.168","10.74.18.51","6","2669","80"
"Jul 10, 2025 10:39:41.980972104 CEST","10.74.18.51","221.171.136.168","6","80","2669"
"Jul 10, 2025 10:39:41.987644513 CEST","10.74.18.51","49.29.70.75","6","80","2370"
"Jul 10, 2025 10:39:41.987655461 CEST","10.74.18.51","105.15.244.75","6","80","2371"
"Jul 10, 2025 10:39:41.987658902 CEST","10.74.18.51","138.182.150.138","6","80","2372"
"Jul 10, 2025 10:39:41.991013663 CEST","150.147.92.80","10.74.18.51","6","2670","80"
"Jul 10, 2025 10:39:41.991040950 CEST","10.74.18.51","150.147.92.80","6","80","2670"
"Jul 10, 2025 10:39:42.001099095 CEST","25.181.49.195","10.74.18.51","6","2671","80"
"Jul 10, 2025 10:39:42.001113146 CEST","10.74.18.51","25.181.49.195","6","80","2671"
"Jul 10, 2025 10:39:42.011251603 CEST","63.48.153.143","10.74.18.51","6","2672","80"
"Jul 10, 2025 10:39:42.011265499 CEST","10.74.18.51","63.48.153.143","6","80","2672"
"Jul 10, 2025 10:39:42.019659719 CEST","10.74.18.51","89.245.220.10","6","80","2373"
"Jul 10, 2025 10:39:42.019673350 CEST","10.74.18.51","223.101.54.150","6","80","2374"
"Jul 10, 2025 10:39:42.019677543 CEST","10.74.18.51","64.204.189.13","6","80","2375"
"Jul 10, 2025 10:39:42.021371933 CEST","134.120.221.173","10.74.18.51","6","2673","80"
"Jul 10, 2025 10:39:42.021388500 CEST","10.74.18.51","134.120.221.173","6","80","2673"
"Jul 10, 2025 10:39:42.031613347 CEST","52.227.36.63","10.74.18.51","6","2674","80"
"Jul 10, 2025 10:39:42.031655845 CEST","10.74.18.51","52.227.36.63","6","80","2674"
"Jul 10, 2025 10:39:42.041605960 CEST","153.147.134.138","10.74.18.51","6","2675","80"
"Jul 10, 2025 10:39:42.041631228 CEST","10.74.18.51","153.147.134.138","6","80","2675"
"Jul 10, 2025 10:39:42.051655283 CEST","10.74.18.51","223.22.39.212","6","80","2376"
"Jul 10, 2025 10:39:42.051669837 CEST","10.74.18.51","105.10.155.253","6","80","2377"
"Jul 10, 2025 10:39:42.051678409 CEST","10.74.18.51","116.218.70.82","6","80","2378"
"Jul 10, 2025 10:39:42.051691378 CEST","7.186.100.162","10.74.18.51","6","2676","80"
"Jul 10, 2025 10:39:42.051701668 CEST","10.74.18.51","7.186.100.162","6","80","2676"
"Jul 10, 2025 10:39:42.061761024 CEST","42.136.246.154","10.74.18.51","6","2677","80"
"Jul 10, 2025 10:39:42.061775776 CEST","10.74.18.51","42.136.246.154","6","80","2677"
"Jul 10, 2025 10:39:42.071835765 CEST","220.215.223.50","10.74.18.51","6","2678","80"
"Jul 10, 2025 10:39:42.071850291 CEST","10.74.18.51","220.215.223.50","6","80","2678"
"Jul 10, 2025 10:39:42.081916767 CEST","191.43.219.83","10.74.18.51","6","2679","80"
"Jul 10, 2025 10:39:42.081930311 CEST","10.74.18.51","191.43.219.83","6","80","2679"
"Jul 10, 2025 10:39:42.083660578 CEST","10.74.18.51","214.158.212.203","6","80","2379"
"Jul 10, 2025 10:39:42.083672427 CEST","10.74.18.51","45.72.54.226","6","80","2380"
"Jul 10, 2025 10:39:42.083678926 CEST","10.74.18.51","62.120.43.159","6","80","2381"
"Jul 10, 2025 10:39:42.092016888 CEST","150.89.52.63","10.74.18.51","6","2680","80"
"Jul 10, 2025 10:39:42.092062069 CEST","10.74.18.51","150.89.52.63","6","80","2680"
"Jul 10, 2025 10:39:42.102095134 CEST","92.125.248.11","10.74.18.51","6","2681","80"
"Jul 10, 2025 10:39:42.102110504 CEST","10.74.18.51","92.125.248.11","6","80","2681"
"Jul 10, 2025 10:39:42.112189396 CEST","92.75.131.58","10.74.18.51","6","2682","80"
"Jul 10, 2025 10:39:42.112205069 CEST","10.74.18.51","92.75.131.58","6","80","2682"
"Jul 10, 2025 10:39:42.115649466 CEST","10.74.18.51","39.193.182.87","6","80","2383"
"Jul 10, 2025 10:39:42.115673655 CEST","10.74.18.51","103.80.43.212","6","80","2384"
"Jul 10, 2025 10:39:42.122258796 CEST","56.27.72.127","10.74.18.51","6","2683","80"
"Jul 10, 2025 10:39:42.122273785 CEST","10.74.18.51","56.27.72.127","6","80","2683"
"Jul 10, 2025 10:39:42.132307230 CEST","49.203.212.193","10.74.18.51","6","2684","80"
"Jul 10, 2025 10:39:42.132322693 CEST","10.74.18.51","49.203.212.193","6","80","2684"
"Jul 10, 2025 10:39:42.142417971 CEST","227.126.29.184","10.74.18.51","6","2685","80"
"Jul 10, 2025 10:39:42.147657486 CEST","10.74.18.51","168.246.63.212","6","80","2385"
"Jul 10, 2025 10:39:42.147673538 CEST","10.74.18.51","42.10.63.121","6","80","2386"
"Jul 10, 2025 10:39:42.147681434 CEST","10.74.18.51","72.244.168.141","6","80","2387"
"Jul 10, 2025 10:39:42.147685513 CEST","10.74.18.51","246.253.221.47","6","80","2388"
"Jul 10, 2025 10:39:42.152458619 CEST","89.131.244.221","10.74.18.51","6","2686","80"
"Jul 10, 2025 10:39:42.152480263 CEST","10.74.18.51","89.131.244.221","6","80","2686"
"Jul 10, 2025 10:39:42.162525021 CEST","141.166.123.42","10.74.18.51","6","2687","80"
"Jul 10, 2025 10:39:42.162541264 CEST","10.74.18.51","141.166.123.42","6","80","2687"
"Jul 10, 2025 10:39:42.170227259 CEST",,,,,
"Jul 10, 2025 10:39:42.172574853 CEST","83.109.149.11","10.74.18.51","6","2688","80"
"Jul 10, 2025 10:39:42.172590399 CEST","10.74.18.51","83.109.149.11","6","80","2688"
"Jul 10, 2025 10:39:42.179631817 CEST","10.74.18.51","213.108.252.7","6","80","2389"
"Jul 10, 2025 10:39:42.179641330 CEST","10.74.18.51","53.184.12.138","6","80","2390"
"Jul 10, 2025 10:39:42.179645438 CEST","10.74.18.51","123.52.253.149","6","80","2391"
"Jul 10, 2025 10:39:42.182672372 CEST","75.204.168.121","10.74.18.51","6","2689","80"
"Jul 10, 2025 10:39:42.182690985 CEST","10.74.18.51","75.204.168.121","6","80","2689"
"Jul 10, 2025 10:39:42.192727235 CEST","113.1.202.120","10.74.18.51","6","2690","80"
"Jul 10, 2025 10:39:42.192741072 CEST","10.74.18.51","113.1.202.120","6","80","2690"
"Jul 10, 2025 10:39:42.203129300 CEST","189.7.75.52","10.74.18.51","6","2691","80"
"Jul 10, 2025 10:39:42.203142886 CEST","10.74.18.51","189.7.75.52","6","80","2691"
"Jul 10, 2025 10:39:42.211684224 CEST","10.74.18.51","253.43.105.45","6","80","2392"
"Jul 10, 2025 10:39:42.211708928 CEST","10.74.18.51","244.204.244.36","6","80","2393"
"Jul 10, 2025 10:39:42.211713271 CEST","10.74.18.51","156.191.59.6","6","80","2394"
"Jul 10, 2025 10:39:42.213278135 CEST","244.194.63.127","10.74.18.51","6","2692","80"
"Jul 10, 2025 10:39:42.213306220 CEST","10.74.18.51","244.194.63.127","6","80","2692"
"Jul 10, 2025 10:39:42.223331418 CEST","221.223.6.53","10.74.18.51","6","2693","80"
"Jul 10, 2025 10:39:42.223362955 CEST","10.74.18.51","221.223.6.53","6","80","2693"
"Jul 10, 2025 10:39:42.233398514 CEST","138.49.131.118","10.74.18.51","6","2694","80"
"Jul 10, 2025 10:39:42.233414534 CEST","10.74.18.51","138.49.131.118","6","80","2694"
"Jul 10, 2025 10:39:42.243455686 CEST","115.52.254.221","10.74.18.51","6","2695","80"
"Jul 10, 2025 10:39:42.243471398 CEST","10.74.18.51","115.52.254.221","6","80","2695"
"Jul 10, 2025 10:39:42.243639039 CEST","10.74.18.51","109.46.159.83","6","80","2395"
"Jul 10, 2025 10:39:42.243648183 CEST","10.74.18.51","6.244.241.212","6","80","2396"
"Jul 10, 2025 10:39:42.243651989 CEST","10.74.18.51","142.136.105.160","6","80","2397"
"Jul 10, 2025 10:39:42.250447663 CEST",,,,,
"Jul 10, 2025 10:39:42.250705495 CEST",,,,,
"Jul 10, 2025 10:39:42.250705641 CEST",,,,,
"Jul 10, 2025 10:39:42.253554036 CEST","59.244.157.54","10.74.18.51","6","2696","80"
"Jul 10, 2025 10:39:42.253569457 CEST","10.74.18.51","59.244.157.54","6","80","2696"
"Jul 10, 2025 10:39:42.263608061 CEST","132.42.134.123","10.74.18.51","6","2697","80"
"Jul 10, 2025 10:39:42.263623105 CEST","10.74.18.51","132.42.134.123","6","80","2697"
"Jul 10, 2025 10:39:42.273670043 CEST","233.139.118.109","10.74.18.51","6","2698","80"
"Jul 10, 2025 10:39:42.275648901 CEST","10.74.18.51","70.109.254.215","6","80","2398"
"Jul 10, 2025 10:39:42.275660769 CEST","10.74.18.51","244.131.241.63","6","80","2399"
"Jul 10, 2025 10:39:42.275664420 CEST","10.74.18.51","116.212.223.64","6","80","2400"
"Jul 10, 2025 10:39:42.283758822 CEST","244.100.248.103","10.74.18.51","6","2699","80"
"Jul 10, 2025 10:39:42.283775707 CEST","10.74.18.51","244.100.248.103","6","80","2699"
"Jul 10, 2025 10:39:42.290096934 CEST",,,,,
"Jul 10, 2025 10:39:42.293850941 CEST","143.82.43.0","10.74.18.51","6","2700","80"
"Jul 10, 2025 10:39:42.293866953 CEST","10.74.18.51","143.82.43.0","6","80","2700"
"Jul 10, 2025 10:39:42.303927641 CEST","132.136.43.214","10.74.18.51","6","2701","80"
"Jul 10, 2025 10:39:42.303945877 CEST","10.74.18.51","132.136.43.214","6","80","2701"
"Jul 10, 2025 10:39:42.307647378 CEST","10.74.18.51","213.223.101.24","6","80","2401"
"Jul 10, 2025 10:39:42.307657607 CEST","10.74.18.51","223.55.171.45","6","80","2402"
"Jul 10, 2025 10:39:42.307661233 CEST","10.74.18.51","65.80.138.63","6","80","2403"
"Jul 10, 2025 10:39:42.313964154 CEST","213.109.244.89","10.74.18.51","6","2702","80"
"Jul 10, 2025 10:39:42.313978342 CEST","10.74.18.51","213.109.244.89","6","80","2702"
"Jul 10, 2025 10:39:42.324122769 CEST","149.55.83.18","10.74.18.51","6","2703","80"
"Jul 10, 2025 10:39:42.324154453 CEST","10.74.18.51","149.55.83.18","6","80","2703"
"Jul 10, 2025 10:39:42.334184562 CEST","70.42.75.222","10.74.18.51","6","2704","80"
"Jul 10, 2025 10:39:42.334202077 CEST","10.74.18.51","70.42.75.222","6","80","2704"
"Jul 10, 2025 10:39:42.339666986 CEST","10.74.18.51","219.121.244.131","6","80","2404"
"Jul 10, 2025 10:39:42.339680539 CEST","10.74.18.51","126.241.63.80","6","80","2405"
"Jul 10, 2025 10:39:42.339684422 CEST","10.74.18.51","131.241.134.156","6","80","2406"
"Jul 10, 2025 10:39:42.344260728 CEST","132.142.73.64","10.74.18.51","6","2705","80"
"Jul 10, 2025 10:39:42.344276938 CEST","10.74.18.51","132.142.73.64","6","80","2705"
"Jul 10, 2025 10:39:42.354323854 CEST","111.132.80.155","10.74.18.51","6","2706","80"
"Jul 10, 2025 10:39:42.354338573 CEST","10.74.18.51","111.132.80.155","6","80","2706"
"Jul 10, 2025 10:39:42.364392594 CEST","227.226.226.22","10.74.18.51","6","2707","80"
"Jul 10, 2025 10:39:42.371648652 CEST","10.74.18.51","71.209.162.75","6","80","2407"
"Jul 10, 2025 10:39:42.371664221 CEST","10.74.18.51","143.77.223.22","6","80","2408"
"Jul 10, 2025 10:39:42.371668524 CEST","10.74.18.51","63.238.11.149","6","80","2410"
"Jul 10, 2025 10:39:42.374492635 CEST","87.204.155.6","10.74.18.51","6","2708","80"
"Jul 10, 2025 10:39:42.374510143 CEST","10.74.18.51","87.204.155.6","6","80","2708"
"Jul 10, 2025 10:39:42.384572863 CEST","203.194.109.125","10.74.18.51","6","2709","80"
"Jul 10, 2025 10:39:42.384589102 CEST","10.74.18.51","203.194.109.125","6","80","2709"
"Jul 10, 2025 10:39:42.394778514 CEST","87.134.27.11","10.74.18.51","6","2710","80"
"Jul 10, 2025 10:39:42.394824249 CEST","10.74.18.51","87.134.27.11","6","80","2710"
"Jul 10, 2025 10:39:42.403665364 CEST","10.74.18.51","80.73.109.209","6","80","2411"
"Jul 10, 2025 10:39:42.403684496 CEST","10.74.18.51","73.157.45.255","6","80","2412"
"Jul 10, 2025 10:39:42.403689630 CEST","10.74.18.51","119.121.10.218","6","80","2413"
"Jul 10, 2025 10:39:42.404839643 CEST","210.227.6.98","10.74.18.51","6","2711","80"
"Jul 10, 2025 10:39:42.404856384 CEST","10.74.18.51","210.227.6.98","6","80","2711"
"Jul 10, 2025 10:39:42.414914150 CEST","221.24.15.223","10.74.18.51","6","2712","80"
"Jul 10, 2025 10:39:42.414934452 CEST","10.74.18.51","221.24.15.223","6","80","2712"
"Jul 10, 2025 10:39:42.423307373 CEST","10.74.16.161","224.0.0.251","17",,
"Jul 10, 2025 10:39:42.423645084 CEST","10.74.16.161","224.0.0.251","17",,
"Jul 10, 2025 10:39:42.425015537 CEST","50.147.52.238","10.74.18.51","6","2713","80"
"Jul 10, 2025 10:39:42.425056592 CEST","10.74.18.51","50.147.52.238","6","80","2713"
"Jul 10, 2025 10:39:42.435089908 CEST","58.53.0.70","10.74.18.51","6","2714","80"
"Jul 10, 2025 10:39:42.435105624 CEST","10.74.18.51","58.53.0.70","6","80","2714"
"Jul 10, 2025 10:39:42.435636550 CEST","10.74.18.51","52.94.206.53","6","80","2415"
"Jul 10, 2025 10:39:42.435646774 CEST","10.74.18.51","120.54.53.65","6","80","2416"
"Jul 10, 2025 10:39:42.445161722 CEST","157.83.104.24","10.74.18.51","6","2715","80"
"Jul 10, 2025 10:39:42.445176489 CEST","10.74.18.51","157.83.104.24","6","80","2715"
"Jul 10, 2025 10:39:42.455217156 CEST","193.15.56.253","10.74.18.51","6","2716","80"
"Jul 10, 2025 10:39:42.455231848 CEST","10.74.18.51","193.15.56.253","6","80","2716"
"Jul 10, 2025 10:39:42.457838668 CEST",,,,,
"Jul 10, 2025 10:39:42.465322363 CEST","43.156.29.11","10.74.18.51","6","2717","80"
"Jul 10, 2025 10:39:42.465340884 CEST","10.74.18.51","43.156.29.11","6","80","2717"
"Jul 10, 2025 10:39:42.467648843 CEST","10.74.18.51","141.127.155.111","6","80","2417"
"Jul 10, 2025 10:39:42.467660631 CEST","10.74.18.51","59.61.233.238","6","80","2418"
"Jul 10, 2025 10:39:42.467667132 CEST","10.74.18.51","63.43.62.11","6","80","2419"
"Jul 10, 2025 10:39:42.475397231 CEST","180.15.75.254","10.74.18.51","6","2718","80"
"Jul 10, 2025 10:39:42.475411945 CEST","10.74.18.51","180.15.75.254","6","80","2718"
"Jul 10, 2025 10:39:42.485466390 CEST","142.134.138.77","10.74.18.51","6","2719","80"
"Jul 10, 2025 10:39:42.485482126 CEST","10.74.18.51","142.134.138.77","6","80","2719"
"Jul 10, 2025 10:39:42.495524166 CEST","29.50.125.227","10.74.18.51","6","2720","80"
"Jul 10, 2025 10:39:42.495538049 CEST","10.74.18.51","29.50.125.227","6","80","2720"
"Jul 10, 2025 10:39:42.499641901 CEST","10.74.18.51","40.52.115.83","6","80","2420"
"Jul 10, 2025 10:39:42.499655384 CEST","10.74.18.51","120.83.168.56","6","80","2421"
"Jul 10, 2025 10:39:42.499659151 CEST","10.74.18.51","134.109.24.31","6","80","2422"
"Jul 10, 2025 10:39:42.505673397 CEST","100.123.244.213","10.74.18.51","6","2721","80"
"Jul 10, 2025 10:39:42.505698386 CEST","10.74.18.51","100.123.244.213","6","80","2721"
"Jul 10, 2025 10:39:42.515732069 CEST","157.53.97.223","10.74.18.51","6","2722","80"
"Jul 10, 2025 10:39:42.515745352 CEST","10.74.18.51","157.53.97.223","6","80","2722"
"Jul 10, 2025 10:39:42.525836396 CEST","42.42.83.138","10.74.18.51","6","2723","80"
"Jul 10, 2025 10:39:42.525851922 CEST","10.74.18.51","42.42.83.138","6","80","2723"
"Jul 10, 2025 10:39:42.531652212 CEST","10.74.18.51","105.116.147.155","6","80","2424"
"Jul 10, 2025 10:39:42.531663412 CEST","10.74.18.51","143.221.39.63","6","80","2425"
"Jul 10, 2025 10:39:42.535908546 CEST","52.224.155.62","10.74.18.51","6","2724","80"
"Jul 10, 2025 10:39:42.535923293 CEST","10.74.18.51","52.224.155.62","6","80","2724"
"Jul 10, 2025 10:39:42.545985755 CEST","253.132.177.214","10.74.18.51","6","2725","80"
"Jul 10, 2025 10:39:42.545999867 CEST","10.74.18.51","253.132.177.214","6","80","2725"
"Jul 10, 2025 10:39:42.556112503 CEST","89.32.116.101","10.74.18.51","6","2726","80"
"Jul 10, 2025 10:39:42.556137768 CEST","10.74.18.51","89.32.116.101","6","80","2726"
"Jul 10, 2025 10:39:42.563651960 CEST","10.74.18.51","121.180.70.134","6","80","2426"
"Jul 10, 2025 10:39:42.563662536 CEST","10.74.18.51","223.15.105.82","6","80","2428"
"Jul 10, 2025 10:39:42.563666067 CEST","10.74.18.51","149.53.158.38","6","80","2429"
"Jul 10, 2025 10:39:42.566179136 CEST","186.255.105.220","10.74.18.51","6","2727","80"
"Jul 10, 2025 10:39:42.566191369 CEST","10.74.18.51","186.255.105.220","6","80","2727"
"Jul 10, 2025 10:39:42.576314979 CEST","102.52.109.109","10.74.18.51","6","2728","80"
"Jul 10, 2025 10:39:42.576341106 CEST","10.74.18.51","102.52.109.109","6","80","2728"
"Jul 10, 2025 10:39:42.586491928 CEST","221.42.29.21","10.74.18.51","6","2729","80"
"Jul 10, 2025 10:39:42.586530292 CEST","10.74.18.51","221.42.29.21","6","80","2729"
"Jul 10, 2025 10:39:42.595662565 CEST","10.74.18.51","214.109.128.52","6","80","2430"
"Jul 10, 2025 10:39:42.595673341 CEST","10.74.18.51","171.226.75.6","6","80","2432"
"Jul 10, 2025 10:39:42.596484658 CEST","221.109.92.128","10.74.18.51","6","2730","80"
"Jul 10, 2025 10:39:42.596495705 CEST","10.74.18.51","221.109.92.128","6","80","2730"
"Jul 10, 2025 10:39:42.606595393 CEST","114.132.244.155","10.74.18.51","6","2731","80"
"Jul 10, 2025 10:39:42.606613806 CEST","10.74.18.51","114.132.244.155","6","80","2731"
"Jul 10, 2025 10:39:42.616649182 CEST","155.193.218.177","10.74.18.51","6","2732","80"
"Jul 10, 2025 10:39:42.616665897 CEST","10.74.18.51","155.193.218.177","6","80","2732"
"Jul 10, 2025 10:39:42.626718530 CEST","52.70.52.204","10.74.18.51","6","2733","80"
"Jul 10, 2025 10:39:42.626733641 CEST","10.74.18.51","52.70.52.204","6","80","2733"
"Jul 10, 2025 10:39:42.627633127 CEST","10.74.18.51","56.226.222.193","6","80","2433"
"Jul 10, 2025 10:39:42.627642484 CEST","10.74.18.51","64.121.212.31","6","80","2434"
"Jul 10, 2025 10:39:42.627661172 CEST","10.74.18.51","89.73.223.177","6","80","2435"
"Jul 10, 2025 10:39:42.636799003 CEST","75.160.83.47","10.74.18.51","6","2734","80"
"Jul 10, 2025 10:39:42.636813938 CEST","10.74.18.51","75.160.83.47","6","80","2734"
"Jul 10, 2025 10:39:42.646904671 CEST","118.27.253.17","10.74.18.51","6","2735","80"
"Jul 10, 2025 10:39:42.646922413 CEST","10.74.18.51","118.27.253.17","6","80","2735"
"Jul 10, 2025 10:39:42.657014253 CEST","166.83.208.136","10.74.18.51","6","2736","80"
"Jul 10, 2025 10:39:42.657043077 CEST","10.74.18.51","166.83.208.136","6","80","2736"
"Jul 10, 2025 10:39:42.659645737 CEST","10.74.18.51","91.15.127.244","6","80","2436"
"Jul 10, 2025 10:39:42.659658422 CEST","10.74.18.51","83.244.241.140","6","80","2437"
"Jul 10, 2025 10:39:42.659662269 CEST","10.74.18.51","97.12.136.0","6","80","2438"
"Jul 10, 2025 10:39:42.667088870 CEST","244.45.109.111","10.74.18.51","6","2737","80"
"Jul 10, 2025 10:39:42.667103446 CEST","10.74.18.51","244.45.109.111","6","80","2737"
"Jul 10, 2025 10:39:42.677138841 CEST","154.126.134.29","10.74.18.51","6","2738","80"
"Jul 10, 2025 10:39:42.677152914 CEST","10.74.18.51","154.126.134.29","6","80","2738"
"Jul 10, 2025 10:39:42.687208117 CEST","227.155.52.134","10.74.18.51","6","2739","80"
"Jul 10, 2025 10:39:42.691657285 CEST","10.74.18.51","108.92.158.253","6","80","2439"
"Jul 10, 2025 10:39:42.691674310 CEST","10.74.18.51","75.109.194.73","6","80","2440"
"Jul 10, 2025 10:39:42.691678388 CEST","10.74.18.51","177.143.157.158","6","80","2441"
"Jul 10, 2025 10:39:42.697286727 CEST","193.214.160.91","10.74.18.51","6","2740","80"
"Jul 10, 2025 10:39:42.697308284 CEST","10.74.18.51","193.214.160.91","6","80","2740"
"Jul 10, 2025 10:39:42.707362172 CEST","70.70.76.181","10.74.18.51","6","2741","80"
"Jul 10, 2025 10:39:42.707375245 CEST","10.74.18.51","70.70.76.181","6","80","2741"
"Jul 10, 2025 10:39:42.717438699 CEST","53.56.104.115","10.74.18.51","6","2742","80"
"Jul 10, 2025 10:39:42.717450160 CEST","10.74.18.51","53.56.104.115","6","80","2742"
"Jul 10, 2025 10:39:42.723651891 CEST","10.74.18.51","114.61.103.220","6","80","2442"
"Jul 10, 2025 10:39:42.723664023 CEST","10.74.18.51","6.134.218.53","6","80","2443"
"Jul 10, 2025 10:39:42.723667522 CEST","10.74.18.51","206.68.65.21","6","80","2444"
"Jul 10, 2025 10:39:42.727527637 CEST","87.136.12.119","10.74.18.51","6","2743","80"
