No.,timestamp,src_ip,dst_ip,proto,Length,Info,src_port,dst_port,label,src_ip_entropy,dst_ip_entropy,src_port_var,dst_port_var,is_ip_aleatoire_80,ip_aleatoire_80,is_ip_aleatoire_port,is_ip_source_unique,is_ip_source_rare_on_port,is_new_src_ip_on_port_10_74
12975.0,162.54775256,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12976.0,162.547752687,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12977.0,162.548480781,52.98.159.2,10.74.18.60,TCP,66.0,443  >  36546 [ACK] Seq=144452 Ack=125890 Win=65280 Len=0 TSval=31075220 TSecr=1905482117,0,0,0,2.481714572986073,2.663532754804255,0,0,0,1.0,0,0,0,0
12978.0,162.548562326,10.74.18.60,92.122.166.22,QUIC,75.0,"Protected Payload (KP0), DCID=29de1620a380ff2e",0,0,0,2.663532754804255,2.1339375660949167,0,0,0,1.0,0,0,0,0
12979.0,162.549821095,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12980.0,162.549821449,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12981.0,162.549821555,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12982.0,162.549821669,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12983.0,162.549821782,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12984.0,162.549821892,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12985.0,162.549822002,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12986.0,162.549822109,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12987.0,162.549907382,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12988.0,162.549907566,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12989.0,162.551117788,10.74.18.60,92.122.166.22,QUIC,75.0,"Protected Payload (KP0), DCID=29de1620a380ff2e",0,0,0,2.663532754804255,2.1339375660949167,0,0,0,1.0,0,0,0,0
12990.0,162.552517329,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12991.0,162.552517729,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12992.0,162.552517923,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12993.0,162.552518107,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12994.0,162.552518307,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12995.0,162.552518474,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12996.0,162.552518644,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12997.0,162.552518801,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12998.0,162.552588599,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
12999.0,162.552588839,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13000.0,162.55347353,10.74.18.60,92.122.166.22,QUIC,75.0,"Protected Payload (KP0), DCID=29de1620a380ff2e",0,0,0,2.663532754804255,2.1339375660949167,0,0,0,1.0,0,0,0,0
13001.0,162.555543199,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13002.0,162.555543456,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13003.0,162.555543566,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13004.0,162.555543679,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13005.0,162.555543786,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13006.0,162.555543893,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13007.0,162.555544046,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13008.0,162.555544146,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13009.0,162.555590791,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13010.0,162.555590962,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13011.0,162.556435394,10.74.18.60,92.122.166.22,QUIC,75.0,"Protected Payload (KP0), DCID=29de1620a380ff2e",0,0,0,2.663532754804255,2.1339375660949167,0,0,0,1.0,0,0,0,0
13012.0,162.557111223,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13013.0,162.557111434,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13014.0,162.55711154,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13015.0,162.557111647,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13016.0,162.557111761,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13017.0,162.557111871,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13018.0,162.557111978,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13019.0,162.557112081,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13020.0,162.557167039,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13021.0,162.557167199,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13022.0,162.557933961,10.74.18.60,92.122.166.22,QUIC,75.0,"Protected Payload (KP0), DCID=29de1620a380ff2e",0,0,0,2.663532754804255,2.1339375660949167,0,0,0,1.0,0,0,0,0
13023.0,162.560117487,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13024.0,162.560117787,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13025.0,162.560117901,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13026.0,162.560118011,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13027.0,162.560118124,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13028.0,162.560118238,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13029.0,162.560118345,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13030.0,162.560118451,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13031.0,162.560192945,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13032.0,162.560193106,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13033.0,162.560995376,10.74.18.60,92.122.166.22,QUIC,75.0,"Protected Payload (KP0), DCID=29de1620a380ff2e",0,0,0,2.663532754804255,2.1339375660949167,0,0,0,1.0,0,0,0,0
13034.0,162.561196736,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13035.0,162.561196996,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13036.0,162.561197123,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13037.0,162.561197253,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13038.0,162.56119736,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13039.0,162.561197466,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13040.0,162.56119757,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13041.0,162.561197673,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13042.0,162.561246821,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13043.0,162.561246945,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13044.0,162.562266333,10.74.18.60,92.122.166.22,QUIC,75.0,"Protected Payload (KP0), DCID=29de1620a380ff2e",0,0,0,2.663532754804255,2.1339375660949167,0,0,0,1.0,0,0,0,0
13045.0,162.563596441,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13046.0,162.563596688,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13047.0,162.563596799,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13048.0,162.563596909,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13049.0,162.563597015,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13050.0,162.563597119,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13051.0,162.563597222,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13052.0,162.563597326,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13053.0,162.563646077,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13054.0,162.563646213,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13055.0,162.564726089,10.74.18.60,92.122.166.22,QUIC,75.0,"Protected Payload (KP0), DCID=29de1620a380ff2e",0,0,0,2.663532754804255,2.1339375660949167,0,0,0,1.0,0,0,0,0
13056.0,162.565881223,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13057.0,162.565881564,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13058.0,162.565881721,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13059.0,162.565881871,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13060.0,162.565882031,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13061.0,162.565882215,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13062.0,162.565882385,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13063.0,162.565882545,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13064.0,162.565973401,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13065.0,162.565973531,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13066.0,162.565973691,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13067.0,162.565973795,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13068.0,162.565973902,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13069.0,162.565974008,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13070.0,162.565974112,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13071.0,162.565997529,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13072.0,162.565997632,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13073.0,162.566046357,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13074.0,162.566046537,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13075.0,162.566071112,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13076.0,162.566071269,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13077.0,162.566092661,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13078.0,162.566119899,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13079.0,162.566161228,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13080.0,162.566161448,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13081.0,162.566194407,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13082.0,162.566194547,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13083.0,162.566245587,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13084.0,162.56624577,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13085.0,162.566588055,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13086.0,162.566634243,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13087.0,162.566708193,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13088.0,162.566708346,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13089.0,162.566708476,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13090.0,162.566708606,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13091.0,162.566743714,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13092.0,162.566743817,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13093.0,162.566743941,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13094.0,162.566744071,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13095.0,162.567860607,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13096.0,162.567921014,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13097.0,162.567921218,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13098.0,162.567921345,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13099.0,162.567921455,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13100.0,162.567962015,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13101.0,162.567962142,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13102.0,162.568060318,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13103.0,162.568060421,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13104.0,162.568075098,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13105.0,162.568128164,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13106.0,162.568198887,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13107.0,162.568277873,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13108.0,162.568277999,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13109.0,162.568278126,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13110.0,162.568325725,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13111.0,162.568325851,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13112.0,162.568393945,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13113.0,162.568394088,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
13114.0,162.568394198,92.122.166.22,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=fba448",0,0,0,2.1339375660949167,2.663532754804255,0,0,0,1.0,0,0,0,0
